,Instrument,Date,1 Month Total Return,Company Market Cap,Price Close
0,JNJ.N,2004-01-30T00:00:00Z,3.40689121116409,158558196228.74,53.42
1,JNJ.N,2004-02-27T00:00:00Z,0.476836208106612,159996255586.02,53.91
2,JNJ.N,2004-03-31T00:00:00Z,-5.91726952479475,150528845915.84,50.72
3,JNJ.N,2004-04-30T00:00:00Z,7.15985720238821,160352396388.66,54.03
4,JNJ.N,2004-05-28T00:00:00Z,3.64838173923709,165338367625.62,55.71
5,JNJ.N,2004-06-30T00:00:00Z,-0.017950099901021,165308689225.4,55.7
6,JNJ.N,2004-07-30T00:00:00Z,-0.771992816577738,164047277537.82,55.27
7,JNJ.N,2004-08-31T00:00:00Z,5.6597367104734,172447020534.6,58.1
8,JNJ.N,2004-09-30T00:00:00Z,-2.10288495115269,167193471027.78,56.33
9,JNJ.N,2004-10-29T00:00:00Z,3.63926859563464,173255855731.14,58.38
10,JNJ.N,2004-11-30T00:00:00Z,3.80579470909312,179013244564.96,60.32
11,JNJ.N,2004-12-31T00:00:00Z,5.13925729660654,188213195794.26,63.42
12,JNJ.N,2005-01-31T00:00:00Z,2.01829075904161,192011885334.1,64.7
13,JNJ.N,2005-02-28T00:00:00Z,1.95097604764118,194682838916.8,65.6
14,JNJ.N,2005-03-31T00:00:00Z,2.37804877833332,199711439722.24,67.16
15,JNJ.N,2005-04-29T00:00:00Z,0.852314471540616,204082729424.319,68.63
16,JNJ.N,2005-05-31T00:00:00Z,-1.74850648371574,199524840646.999,67.1
17,JNJ.N,2005-06-30T00:00:00Z,-3.60373720889255,193280397050.0,65.0
18,JNJ.N,2005-07-29T00:00:00Z,-1.60000000015853,190187910697.2,63.96
19,JNJ.N,2005-08-31T00:00:00Z,-0.376695437853314,188492990292.3,63.39
20,JNJ.N,2005-09-30T00:00:00Z,0.444444444409986,188165900389.6,63.28
21,JNJ.N,2005-10-31T00:00:00Z,-1.04298356513429,186290115034.5,62.62
22,JNJ.N,2005-11-30T00:00:00Z,-1.38875396877731,183701925956.25,61.75
23,JNJ.N,2005-12-30T00:00:00Z,-2.67206477675463,178793291497.5,60.1
24,JNJ.N,2006-01-31T00:00:00Z,-4.25956738624055,171177470761.5,57.54
25,JNJ.N,2006-02-28T00:00:00Z,-1.24447021474867,171570376466.4,57.65
26,JNJ.N,2006-03-31T00:00:00Z,2.72333044301276,176242804758.72,59.22
27,JNJ.N,2006-04-28T00:00:00Z,-1.24684077403948,174427402683.36,58.61
28,JNJ.N,2006-05-31T00:00:00Z,3.38435966933461,178312962053.54,60.22
29,JNJ.N,2006-06-30T00:00:00Z,0.116959064128119,177424654371.44,59.92
30,JNJ.N,2006-07-31T00:00:00Z,4.38918558002499,182960115654.15,62.55
31,JNJ.N,2006-08-31T00:00:00Z,3.97272903686969,189131911721.78,64.66
32,JNJ.N,2006-09-29T00:00:00Z,0.479653410690739,189950917835.02,64.94
33,JNJ.N,2006-10-31T00:00:00Z,3.78811210261896,195416539132.0,67.4
34,JNJ.N,2006-11-30T00:00:00Z,-2.0895986914966,191096499913.8,65.91
35,JNJ.N,2006-12-29T00:00:00Z,0.166894247885785,191415428983.599,66.02
36,JNJ.N,2007-01-31T00:00:00Z,1.18146016261813,193676926024.0,66.8
37,JNJ.N,2007-02-28T00:00:00Z,-4.01306227028115,182124623115.33,63.05
38,JNJ.N,2007-03-30T00:00:00Z,-4.42505947325187,174397422357.06,60.26
39,JNJ.N,2007-04-30T00:00:00Z,6.57152339770244,186016980576.44,64.22
40,JNJ.N,2007-05-31T00:00:00Z,-0.835211573755612,183265250094.54,63.27
41,JNJ.N,2007-06-29T00:00:00Z,-2.53084466934689,178485928731.24,61.62
42,JNJ.N,2007-07-31T00:00:00Z,-1.81759169114127,175117824447.5,60.5
43,JNJ.N,2007-08-31T00:00:00Z,2.81718415125374,178851741696.05,61.79
44,JNJ.N,2007-09-28T00:00:00Z,6.65584415638898,190169273821.5,65.7
45,JNJ.N,2007-10-31T00:00:00Z,-0.806697107793764,186500241699.87,65.17
46,JNJ.N,2007-11-30T00:00:00Z,5.15324965007888,193854938971.139,67.74
47,JNJ.N,2007-12-31T00:00:00Z,-1.53528195916881,190878719063.7,66.7
48,JNJ.N,2008-01-31T00:00:00Z,-5.157421289505,180690889380.54,63.26
49,JNJ.N,2008-02-29T00:00:00Z,-0.957620474249354,175333120966.88,61.96
50,JNJ.N,2008-03-31T00:00:00Z,4.69657843822138,183567778520.36,64.87
51,JNJ.N,2008-04-30T00:00:00Z,4.53412277976106,189072478603.58,67.09
52,JNJ.N,2008-05-30T00:00:00Z,0.177900297884825,188086111521.879,66.74
53,JNJ.N,2008-06-30T00:00:00Z,-3.5960443505533,181322451533.08,64.34
54,JNJ.N,2008-07-31T00:00:00Z,6.41902393401148,191339115649.16,68.47
55,JNJ.N,2008-08-29T00:00:00Z,3.52508198275971,196816327080.04,70.43
56,JNJ.N,2008-09-30T00:00:00Z,-1.63282691946728,193602657107.84,69.28
57,JNJ.N,2008-10-31T00:00:00Z,-11.4607390299596,170192007683.38,61.34
58,JNJ.N,2008-11-28T00:00:00Z,-2.52300941810424,162534199708.06,58.58
59,JNJ.N,2008-12-31T00:00:00Z,2.13383407223651,166002409841.81,59.83
60,JNJ.N,2009-01-30T00:00:00Z,-3.5768009377364,160064834092.83,57.69
61,JNJ.N,2009-02-27T00:00:00Z,-13.8988046122598,138290222850.0,50.0
62,JNJ.N,2009-03-31T00:00:00Z,5.19999999853034,145481314438.2,52.6
63,JNJ.N,2009-04-30T00:00:00Z,-1.22618373941863,144281423507.76,52.36
64,JNJ.N,2009-05-29T00:00:00Z,6.2863155500944,151997007652.56,55.16
65,JNJ.N,2009-06-30T00:00:00Z,2.97316896332338,156516135508.8,56.8
66,JNJ.N,2009-07-31T00:00:00Z,7.20070422715855,167801506239.85,60.89
67,JNJ.N,2009-08-31T00:00:00Z,0.05791260532293,166561390000.6,60.44
68,JNJ.N,2009-09-30T00:00:00Z,0.995189915827544,167801506239.85,60.89
69,JNJ.N,2009-10-30T00:00:00Z,-3.02184266353392,162924838820.3,59.05
70,JNJ.N,2009-11-30T00:00:00Z,7.25515303773117,173381826781.84,62.84
71,JNJ.N,2009-12-31T00:00:00Z,2.49840865794835,177713613351.66,64.41
72,JNJ.N,2010-01-29T00:00:00Z,-2.40645862433568,173437008776.36,62.86
73,JNJ.N,2010-02-26T00:00:00Z,-0.495642677229047,173644418115.0,63.0
74,JNJ.N,2010-03-31T00:00:00Z,3.49206349316289,179708191446.0,65.2
