,Instrument,Date,1 Month Total Return,Company Market Cap,Price Close
0,QCOM.OQ,2004-01-30T00:00:00Z,8.32560726993685,47187619946.56,29.21
1,QCOM.OQ,2004-02-27T00:00:00Z,10.3763325326958,50794522136.64,31.725
2,QCOM.OQ,2004-03-31T00:00:00Z,4.68085106440062,53370880843.84,33.21
3,QCOM.OQ,2004-04-30T00:00:00Z,-4.7575480338515,50604651657.0,31.23
4,QCOM.OQ,2004-05-28T00:00:00Z,7.54202864140365,54339641156.4999,33.535
5,QCOM.OQ,2004-06-30T00:00:00Z,8.81168928072782,59127881491.0,36.49
6,QCOM.OQ,2004-07-30T00:00:00Z,-5.34392984212341,56328672727.0799,34.54
7,QCOM.OQ,2004-08-31T00:00:00Z,10.363366484711,61936309702.7999,38.05
8,QCOM.OQ,2004-09-30T00:00:00Z,3.52691593796644,63547793187.84,39.04
9,QCOM.OQ,2004-10-29T00:00:00Z,7.09528688679186,67714861593.6,41.81
10,QCOM.OQ,2004-11-30T00:00:00Z,-0.454436738308583,68218577815.1799,41.62
11,QCOM.OQ,2004-12-31T00:00:00Z,2.03863952658754,69497061493.5999,42.4
12,QCOM.OQ,2005-01-31T00:00:00Z,-12.1698113211126,61289125569.0,37.24
13,QCOM.OQ,2005-02-28T00:00:00Z,-0.64782827150659,59330638473.7499,36.11
14,QCOM.OQ,2005-03-31T00:00:00Z,1.49543063083808,60285195209.25,36.65
15,QCOM.OQ,2005-04-29T00:00:00Z,-5.47277160752431,56995990269.12,34.89
16,QCOM.OQ,2005-05-31T00:00:00Z,7.05395529066974,60883936868.16,37.26
17,QCOM.OQ,2005-06-30T00:00:00Z,-11.1918213609561,53924839174.0799,33.01
18,QCOM.OQ,2005-07-29T00:00:00Z,19.630415024117,64368847249.56,39.49
19,QCOM.OQ,2005-08-31T00:00:00Z,0.785526571296891,64743843066.87,39.71
20,QCOM.OQ,2005-09-30T00:00:00Z,12.2679377815204,72961142715.75,44.75
21,QCOM.OQ,2005-10-31T00:00:00Z,-11.1508379877351,65372896789.2,39.76
22,QCOM.OQ,2005-11-30T00:00:00Z,10.4981774007077,74761207671.15,45.47
23,QCOM.OQ,2005-12-30T00:00:00Z,-5.06455316895126,70831599438.5999,43.08
24,QCOM.OQ,2006-01-31T00:00:00Z,11.3277623043003,79435617034.84,47.96
25,QCOM.OQ,2006-02-28T00:00:00Z,-1.50161114348824,78110585891.64,47.21
26,QCOM.OQ,2006-03-31T00:00:00Z,7.20186401266603,83824782696.69,50.61
27,QCOM.OQ,2006-04-28T00:00:00Z,0.963618485781548,86054410648.26,51.34
28,QCOM.OQ,2006-05-31T00:00:00Z,-11.7082201385579,75779507312.19,45.21
29,QCOM.OQ,2006-06-30T00:00:00Z,-10.3980321984637,67164009245.73,40.07
